company_name,phone,full_address,address_line1,city,state,zip,county,license_number,license_status,license_expiration,contact_name,website,has_website,website_lookup,source,verified_date,phone_valid,phone_e164,phone_national,phone_line_type,phone_region,phone_area_code,phone_flags,phone_validation_status,google_name,google_address,google_phone,google_website,google_maps_url,crossref_status,crossref_confidence,crossref_notes,recommended_phone,recommended_address,phone_match,city_match,address_match
DAVID HERBORT PLUMBING AND GENERAL SERVICES LLC,(830) 990-0996,"1800 CENTER POINT RD., FREDERICKSBURG, TX 78624-8119",1800 CENTER POINT RD.,FREDERICKSBURG,TX,78624-8119,GILLESPIE,37094,Current,05/31/2027,DAVID HERBORT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18309900996,(830) 990-0996,landline_or_mobile,"Fredericksburg, TX",830,,valid,Herbort Plumbing,"1800 Center Point Rd, Fredericksburg, TX 78624",(830) 990-0996,,https://maps.google.com/?cid=17102091726281081095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(830) 990-0996,"1800 CENTER POINT RD., FREDERICKSBURG, TX 78624-8119",yes,yes,yes
HINOTE PLUMBING INC,(409) 882-4140,"18702 HWY 62S, ORANGE, TX 77630",18702 HWY 62S,ORANGE,TX,77630,ORANGE,13301,Current,10/31/2026,JOHN HINOTE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14098824140,(409) 882-4140,landline_or_mobile,"Orange, TX",409,,valid,Hi-Tech Plumbing & Leak Detect,"3712 E 2nd St, Edmond, OK 73034",(405) 251-2127,https://slableak.us/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*129*hi-tech-plumbing-edmond,https://maps.google.com/?cid=6567200595243872398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (409) 882-4140 vs Google (405) 251-2127; Address differs; prefer Google street address; Google website: https://slableak.us/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*129*hi-tech-plumbing-edmond; Manual review recommended,(405) 251-2127,"3712 E 2nd St, Edmond, OK 73034",no,no,no
"MSC EARTHWORK, LLC",(210) 219-2714,"P.O. BOX 364, CARMINE, TX 78932",P.O. BOX 364,CARMINE,TX,78932,FAYETTE,8082,Current,10/31/2026,JEFFREY MYERS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12102192714,(210) 219-2714,landline_or_mobile,"San Antonio, TX",210,po_box_address,valid_with_flags,MSC Earthwork,"34507 FM 1093, Simonton, TX 77476",(281) 232-7777,http://www.mscearthwork.com/,https://maps.google.com/?cid=14393158890549149244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (210) 219-2714 vs Google (281) 232-7777; TSBPE PO box; prefer Google street address; Google website: http://www.mscearthwork.com/; Manual review recommended,(281) 232-7777,"34507 FM 1093, Simonton, TX 77476",no,no,no
ATTABOY PLUMBING CO,(903) 738-4000,"P.O. BOX 414, DIANA, TX 75640",P.O. BOX 414,DIANA,TX,75640,UPSHUR,18345,Current,04/30/2027,BILLY GEERS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19037384000,(903) 738-4000,landline_or_mobile,Texas,903,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=ATTABOY+PLUMBING+CO+P.O.+BOX+414+TX,no_google_listing,low,Google Places: no matching listing found,(903) 738-4000,"P.O. BOX 414, DIANA, TX 75640",,,
KPK PLUMBING LLC,(940) 255-8479,"1502 NORTH MASON STREET, BOWIE, TX 76230",1502 NORTH MASON STREET,BOWIE,TX,76230,MONTAGUE,38914,Current,05/31/2027,SAMMIE POE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19402558479,(940) 255-8479,landline_or_mobile,Texas,940,,valid,KPK Plumbing LLC,"1502 N Mason St, Bowie, TX 76230",(940) 255-8479,http://www.kpkplumbing.com/,https://maps.google.com/?cid=6941235571239720982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: http://www.kpkplumbing.com/,(940) 255-8479,"1502 NORTH MASON STREET, BOWIE, TX 76230",yes,yes,yes
BUDDY P PLUMBING LLC,(281) 934-8161,"P. O. BOX 583, BROOKSHIRE, TX 77423",P. O. BOX 583,BROOKSHIRE,TX,77423,WALLER,14763,Current,05/31/2027,ERNEST PETEREK,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12819348161,(281) 934-8161,landline_or_mobile,"Brookshire, TX",281,po_box_address,valid_with_flags,Buddy Plumbing,"1145 Linda Vista Dr #110, San Marcos, CA 92078",(760) 410-9922,https://buddyplumbingsandiego.com/,https://maps.google.com/?cid=12126552572189081128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (281) 934-8161 vs Google (760) 410-9922; TSBPE PO box; prefer Google street address; Google website: https://buddyplumbingsandiego.com/; Manual review recommended,(760) 410-9922,"1145 Linda Vista Dr #110, San Marcos, CA 92078",no,no,no
FORD PLUMBING & SEPTIC,(903) 342-7774,"1311 CR 4778, WINNSBORO, TX 75494",1311 CR 4778,WINNSBORO,TX,75494,WOOD,18852,Current,02/28/2027,KEVIN FORD,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19033427774,(903) 342-7774,landline_or_mobile,"Winnsboro, TX",903,,valid,Ford's Plumbing and Heating,"3741 S Robertson Blvd, Culver City, CA 90232",(310) 361-4084,https://www.fordsplumbingandheating.com/,https://maps.google.com/?cid=16426232582349048050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (903) 342-7774 vs Google (310) 361-4084; Address differs; prefer Google street address; Google website: https://www.fordsplumbingandheating.com/; Manual review recommended,(310) 361-4084,"3741 S Robertson Blvd, Culver City, CA 90232",no,no,no
R-1 PLUMBING LLC,(832) 646-5664,"387 CR 4891, DAYTON, TX 77535",387 CR 4891,DAYTON,TX,77535,LIBERTY,40450,Current,03/31/2027,RENE TORRES,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18326465664,(832) 646-5664,landline_or_mobile,Texas,832,,valid,,,,,https://www.google.com/maps/search/?api=1&query=R-1+PLUMBING+LLC+387+CR+4891+TX,no_google_listing,low,Google Places: no matching listing found,(832) 646-5664,"387 CR 4891, DAYTON, TX 77535",,,
"HARDIN COUNTY PLUMBING SERVICES, LLC.",(409) 246-4740,"P. O. BOX 1986, KOUNTZE, TX 77625",P. O. BOX 1986,KOUNTZE,TX,77625,HARDIN,13512,Current,11/30/2026,VERNON DEAN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14092464740,(409) 246-4740,landline_or_mobile,"Kountze, TX",409,po_box_address,valid_with_flags,Plumbing Services,"105 W Crocker St, Kountze, TX 77625",(409) 246-4740,https://www.facebook.com/profile.php?id=100092685455074,https://maps.google.com/?cid=11529771469441862063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address; Google website: https://www.facebook.com/profile.php?id=100092685455074,(409) 246-4740,"105 W Crocker St, Kountze, TX 77625",yes,yes,no
MARBACH PLUMBING COMPANY INC,(361) 729-9155,"411 W. MARKET ST., ROCKPORT, TX 78382",411 W. MARKET ST.,ROCKPORT,TX,78382,ARANSAS,17600,Current,08/31/2026,DENNIS MARBACH,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13617299155,(361) 729-9155,landline_or_mobile,"Rockport, TX",361,,valid,Marbach Plumbing Company Inc,"411 W Market St, Rockport, TX 78382",(361) 729-9155,https://www.marbachplumbing.com/,https://maps.google.com/?cid=4651917195958118208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: https://www.marbachplumbing.com/,(361) 729-9155,"411 W. MARKET ST., ROCKPORT, TX 78382",yes,yes,yes
LARSON PLUMBING & UTILITY CO,(381) 887-6234,"P.O. BOX 158, ODEM, TX 78370",P.O. BOX 158,ODEM,TX,78370,SAN PATRICIO,18518,Current,05/31/2027,RANDY LARSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,False,,,,,381,possible_not_valid;non_tx_area_code;invalid_area_code_381;po_box_address,possible_not_valid,Larson Plumbing Services,"2204 Highland Ave, Eau Claire, WI 54701",(715) 514-4222,https://www.larsonplumbingservices.com/,https://maps.google.com/?cid=6511375292888375987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (381) 887-6234 vs Google (715) 514-4222; TSBPE PO box; prefer Google street address; Google website: https://www.larsonplumbingservices.com/; Manual review recommended,(715) 514-4222,"2204 Highland Ave, Eau Claire, WI 54701",no,no,no
BARKER PLUMBING,(254) 582-9879,"P. O. BOX 324, HILLSBORO, TX 76645",P. O. BOX 324,HILLSBORO,TX,76645,HILL,10331,Current,06/30/2026,LARRY BARKER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12545829879,(254) 582-9879,landline_or_mobile,"Hillsboro, TX",254,po_box_address,valid_with_flags,Barker and Sons Plumbing & Rooter,"3900 E Miraloma Ave, Anaheim, CA 92806",(714) 667-7800,https://www.barkerandsonsplumbing.com/?utm_source=google&utm_medium=gmb&utm_campaign=GMB%20Anaheim,https://maps.google.com/?cid=13929163884753613580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (254) 582-9879 vs Google (714) 667-7800; TSBPE PO box; prefer Google street address; Google website: https://www.barkerandsonsplumbing.com/?utm_source=google&utm_medium=gmb&utm_campaign=GMB%20Anaheim; Manual review recommended,(714) 667-7800,"3900 E Miraloma Ave, Anaheim, CA 92806",no,no,no
ROBBIE ROB'S PLUMBING,(214) 770-3860,"353 OLD MILL LN, POINT, TX 75472",353 OLD MILL LN,POINT,TX,75472,RAINS,39544,Current,05/31/2027,ROBERT TREVINO,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12147703860,(214) 770-3860,landline_or_mobile,Texas,214,,valid,Robbie Rob's Plumbing,"15675 FM 548, Forney, TX 75126",(214) 770-3860,,https://maps.google.com/?cid=5569357144575691691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone matches TSBPE and Google; Address differs; prefer Google street address,(214) 770-3860,"15675 FM 548, Forney, TX 75126",yes,no,no
SHANNON WALLACE PLUMBING LLC,(936) 615-5811,"3871 FM 1275, NACOGDOCHES, TX 75961",3871 FM 1275,NACOGDOCHES,TX,75961,NACOGDOCHES,36755,Current,07/31/2026,SHANNON WALLACE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19366155811,(936) 615-5811,landline_or_mobile,Texas,936,,valid,S & W Wallace Brothers Plumbing,"3871 FM1275, Nacogdoches, TX 75961",(936) 564-1938,,https://maps.google.com/?cid=11799791854573848884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (936) 615-5811 vs Google (936) 564-1938; Address matches TSBPE and Google,(936) 564-1938,"3871 FM 1275, NACOGDOCHES, TX 75961",no,yes,yes
ACE PLUMBINGADRIANA & MARTIN GUTIERREZ ENTERPRISES INC,(512) 446-5152,"1303  BRAZOS AVE, ROCKDALE, TX 76567",1303  BRAZOS AVE,ROCKDALE,TX,76567,MILAM,36525,Current,08/31/2026,MARTIN GUTIERREZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15124465152,(512) 446-5152,landline_or_mobile,"Rockdale, TX",512,,valid,"A2Z Plumbing Services, Inc.","1509 N Kraemer Blvd, Anaheim, CA 92806",(424) 249-8661,,https://maps.google.com/?cid=13058694399310519893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (512) 446-5152 vs Google (424) 249-8661; Address differs; prefer Google street address; Manual review recommended,(424) 249-8661,"1509 N Kraemer Blvd, Anaheim, CA 92806",no,no,no
TEXAS HILL COUNTRY PLUMBING LLC,(830) 444-5195,"3610 ENGLISH CROSSING ROAD, BANDERA, TX 78003",3610 ENGLISH CROSSING ROAD,BANDERA,TX,78003,BANDERA,37623,Current,02/28/2027,JAMES MCGILBERY,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18304445195,(830) 444-5195,landline_or_mobile,Texas,830,,valid,,,,,https://www.google.com/maps/search/?api=1&query=TEXAS+HILL+COUNTRY+PLUMBING+LLC+3610+ENGLISH+CROSSING+ROAD+TX,no_google_listing,low,Google Places: no matching listing found,(830) 444-5195,"3610 ENGLISH CROSSING ROAD, BANDERA, TX 78003",,,
PRO MECHANICAL OF TEXAS/DBA-SHEETZ PRO MECHANICAL,(254) 965-3000,"300 WEST LINGLEVILLE RD,SUITE 102, STEPHENVILLE, TX 76401","300 WEST LINGLEVILLE RD,SUITE 102",STEPHENVILLE,TX,76401,ERATH,15702,Current,09/30/2026,STEVEN SHEETZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12549653000,(254) 965-3000,landline_or_mobile,"Stephenville, TX",254,,valid,Pro Mechanical of Texas,"407 FM 3381, Comanche, TX 76442",(325) 356-3375,https://www.facebook.com/promechanicaloftexas,https://maps.google.com/?cid=1604363102384825313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (254) 965-3000 vs Google (325) 356-3375; Address differs; prefer Google street address; Google website: https://www.facebook.com/promechanicaloftexas; Manual review recommended,(325) 356-3375,"407 FM 3381, Comanche, TX 76442",no,no,no
DAN'S ALL AMERICAN PLUMBING LLC,(409) 423-5773,"P.O. BOX 517, KIRBYVILLE, TX 75956",P.O. BOX 517,KIRBYVILLE,TX,75956,JASPER,17203,Current,08/31/2026,DANNY PETERS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14094235773,(409) 423-5773,landline_or_mobile,"Kirbyville, TX",409,po_box_address,valid_with_flags,Dan’s All American Plumbing LLC,"1033 Co Rd 407, Kirbyville, TX 75956",(409) 423-5773,,https://maps.google.com/?cid=542009835207468825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address,(409) 423-5773,"1033 Co Rd 407, Kirbyville, TX 75956",yes,yes,no
SON-SHINE PLUMBING,(361) 827-8042,"P O BOX 281, LOUISE, TX 77455",P O BOX 281,LOUISE,TX,77455,WHARTON,14376,Current,06/30/2026,ROBERT GARCIA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13618278042,(361) 827-8042,landline_or_mobile,Texas,361,po_box_address,valid_with_flags,"Dial One Sonshine Heating, Air & Plumbing","3655 W McFadden Ave, Santa Ana, CA 92704",(657) 695-0563,http://www.dialonesonshine.com/,https://maps.google.com/?cid=10693581758759817421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (361) 827-8042 vs Google (657) 695-0563; TSBPE PO box; prefer Google street address; Google website: http://www.dialonesonshine.com/; Manual review recommended,(657) 695-0563,"3655 W McFadden Ave, Santa Ana, CA 92704",no,no,no
COWBOY PLUMBING,(903) 261-6762,"514 S FLOREY AVE, MT PLEASANT, TX 75455",514 S FLOREY AVE,MT PLEASANT,TX,75455,TITUS,10530,Current,07/31/2026,JUAN GALINDO,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19032616762,(903) 261-6762,landline_or_mobile,Texas,903,,valid,Cowboy Plumbing,"514 S Florey Ave, Mt Pleasant, TX 75455",(903) 424-4794,,https://maps.google.com/?cid=5499335872596596431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (903) 261-6762 vs Google (903) 424-4794; Address matches TSBPE and Google,(903) 424-4794,"514 S FLOREY AVE, MT PLEASANT, TX 75455",no,yes,yes
CLOPTON'S LAND HOME IMPROVEMENTS LLC,(979) 716-4646,"PO BOX 612 P.O. BOX 612, LEXINGTON, TX 78947",PO BOX 612 P.O. BOX 612,LEXINGTON,TX,78947,LEE,37823,Current,04/30/2027,AARON CLOPTON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19797164646,(979) 716-4646,landline_or_mobile,Texas,979,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=CLOPTON%27S+LAND+HOME+IMPROVEMENTS+LLC+PO+BOX+612+P.O.+BOX+612+TX,no_google_listing,low,Google Places: no matching listing found,(979) 716-4646,"PO BOX 612 P.O. BOX 612, LEXINGTON, TX 78947",,,
ETZLER PLUMBING & ELECTRIC INC,(361) 798-5086,"519 CR 166, HALLETTSVILLE, TX 77964",519 CR 166,HALLETTSVILLE,TX,77964,LAVACA,38254,Current,08/31/2026,WILBERT ETZLER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13617985086,(361) 798-5086,landline_or_mobile,"Hallettsville, TX",361,,valid,Plumb Perfect Plumbing,"4597 Hwy 90 Alt, Hallettsville, TX 77964",(361) 772-5456,,https://maps.google.com/?cid=15856772380033046008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (361) 798-5086 vs Google (361) 772-5456; Address matches TSBPE and Google,(361) 772-5456,"519 CR 166, HALLETTSVILLE, TX 77964",no,yes,yes
TOBYAH ENTERPRISES INC DBA T&T PLUMBING,(325) 721-4723,"10132 PR 2589, CLYDE, TX 79510",10132 PR 2589,CLYDE,TX,79510,CALLAHAN,37796,Current,05/31/2027,TOVIA GRYNEWICZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13257214723,(325) 721-4723,landline_or_mobile,Texas,325,,valid,T & T Enterprises,"1220 Railroad St, Corona, CA 92882",(951) 340-0911,http://www.ttenterprises.com/,https://maps.google.com/?cid=15405973589466594625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (325) 721-4723 vs Google (951) 340-0911; Address differs; prefer Google street address; Google website: http://www.ttenterprises.com/; Manual review recommended,(951) 340-0911,"1220 Railroad St, Corona, CA 92882",no,no,no
MANUEL ESTRADA PLUMBING,(830) 968-0493,"2327 EDNA DR, EAGLE PASS, TX 78852",2327 EDNA DR,EAGLE PASS,TX,78852,MAVERICK,7962,Current,06/30/2026,MANUEL ESTRADA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18309680493,(830) 968-0493,landline_or_mobile,Texas,830,,valid,Estrada Plumbing & Electrical,"2327 Edna Dr, Eagle Pass, TX 78852",(830) 757-0444,,https://maps.google.com/?cid=3927972502243833655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (830) 968-0493 vs Google (830) 757-0444; Address matches TSBPE and Google,(830) 757-0444,"2327 EDNA DR, EAGLE PASS, TX 78852",no,yes,yes
HORNE PIPE & SUPPLY INC DBA CHAMBERS PLUMBING,(325) 642-7486,"3005 AVENUE D, BROWNWOOD, TX 76801",3005 AVENUE D,BROWNWOOD,TX,76801,BROWN,20061,Current,04/30/2027,KEVIN CHAMBERS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13256427486,(325) 642-7486,landline_or_mobile,Texas,325,,valid,HORNE PIPE & SUPPLY,"US-377, Brownwood, TX 76801",,,https://maps.google.com/?cid=12269180396186173057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Google listing has no phone; keeping TSBPE phone; Address matches TSBPE and Google; Manual review recommended,(325) 642-7486,"3005 AVENUE D, BROWNWOOD, TX 76801",no,yes,yes
VICTOR'S PLUMBING LLC,(806) 346-4407,"229  SOUTH MAIN, HEREFORD, TX 79045",229  SOUTH MAIN,HEREFORD,TX,79045,DEAF SMITH,36988,Current,08/31/2026,ROBERT ESTRADA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18063464407,(806) 346-4407,landline_or_mobile,Texas,806,,valid,,,,,https://www.google.com/maps/search/?api=1&query=VICTOR%27S+PLUMBING+LLC+229++SOUTH+MAIN+TX,no_google_listing,low,Google Places: no matching listing found,(806) 346-4407,"229  SOUTH MAIN, HEREFORD, TX 79045",,,
T'S PLUMBING CO,(432) 386-3291,"P O BOX 1415, ALPINE, TX 79830",P O BOX 1415,ALPINE,TX,79830,BREWSTER,39673,Current,02/28/2027,TREVER WARREN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14323863291,(432) 386-3291,landline_or_mobile,Texas,432,po_box_address,valid_with_flags,T&S Plumbing,"804 W Main St, Collinsville, OK 74021",(918) 371-2832,,https://maps.google.com/?cid=12255169288115119800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (432) 386-3291 vs Google (918) 371-2832; TSBPE PO box; prefer Google street address; Manual review recommended,(918) 371-2832,"804 W Main St, Collinsville, OK 74021",no,no,no
"ED DAVILA PLUMBING, LLC",(979) 725-6298,"1035 SEDAN ROAD, WEIMAR, TX 78962",1035 SEDAN ROAD,WEIMAR,TX,78962,COLORADO,17070,Current,10/31/2026,EDWARD DAVILA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19797256298,(979) 725-6298,landline_or_mobile,"Weimar, TX",979,,valid,Davila Plumbing Co,"RR 1, Weimar, TX 78962",(979) 725-6298,,https://maps.google.com/?cid=6717714617597103694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(979) 725-6298,"1035 SEDAN ROAD, WEIMAR, TX 78962",yes,yes,yes
WHITMORE'S PLUMBING SERVICE INC,(432) 263-2302,"408 EAST 11TH STREET, BIG SPRING, TX 79720",408 EAST 11TH STREET,BIG SPRING,TX,79720,HOWARD,18910,Current,10/31/2026,DERRICK WHITMORE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14322632302,(432) 263-2302,landline_or_mobile,"Big Spring, TX",432,,valid,Whitmore's Plumbing,"408 E 11th St, Big Spring, TX 79720",(432) 268-0322,,https://maps.google.com/?cid=11635353533082016705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (432) 263-2302 vs Google (432) 268-0322; Address matches TSBPE and Google,(432) 268-0322,"408 EAST 11TH STREET, BIG SPRING, TX 79720",no,yes,yes
1ST CLASSIC PLUMBING LLC,(817) 578-5328,"258 COUNTY RD 1140, KOPPERL, TX 76652",258 COUNTY RD 1140,KOPPERL,TX,76652,BOSQUE,36905,Current,05/31/2027,JEFF MITCHELL,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18175785328,(817) 578-5328,landline_or_mobile,"Granbury, TX",817,,valid,1st Class Plumbing,"661 N Plano Rd, Richardson, TX 75081",(214) 227-9554,https://www.1stclassplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=4022163479991490563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (817) 578-5328 vs Google (214) 227-9554; Address differs; prefer Google street address; Google website: https://www.1stclassplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp; Manual review recommended,(214) 227-9554,"661 N Plano Rd, Richardson, TX 75081",no,no,no
COVE PLUMBING INC,(254) 547-4263,"2416 E HIGHWAY 190, COPPERAS COVE, TX 76522",2416 E HIGHWAY 190,COPPERAS COVE,TX,76522,CORYELL,37682,Current,02/28/2027,THAD MAPLES,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12545474263,(254) 547-4263,landline_or_mobile,"Copperas Cove, TX",254,,valid,Cove Plumbing Inc,"2416 E Business Hwy 190, Copperas Cove, TX 76522",(254) 275-4275,https://www.coveplumbingtx.com/,https://maps.google.com/?cid=3532100706511632351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (254) 547-4263 vs Google (254) 275-4275; Address matches TSBPE and Google; Google website: https://www.coveplumbingtx.com/,(254) 275-4275,"2416 E HIGHWAY 190, COPPERAS COVE, TX 76522",no,yes,yes
M&M PLUMBING,(830) 734-6520,"P. O. BOX 420852, DEL RIO, TX 78842",P. O. BOX 420852,DEL RIO,TX,78842,VAL VERDE,15158,Current,09/30/2026,MARTIN MATA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18307346520,(830) 734-6520,landline_or_mobile,Texas,830,po_box_address,valid_with_flags,M & M - Chula Vista Plumbing,"237 Palm Ave, Chula Vista, CA 91911",(619) 517-0279,https://mandmplumbingpro.com/,https://maps.google.com/?cid=14141176636481629790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (830) 734-6520 vs Google (619) 517-0279; TSBPE PO box; prefer Google street address; Google website: https://mandmplumbingpro.com/; Manual review recommended,(619) 517-0279,"237 Palm Ave, Chula Vista, CA 91911",no,no,no
