company_name,slug,phone,address,city,state,zip,website,has_website,website_category,google_maps_url,business_status,source,discovery_city,discovery_query,license_number,license_status,license_expiration,county,contact_name,crossref_confidence,tsbpe_verified,phone_match,address_match,crossref_notes
Du-West Total Plumbing,du-west-total-plumbing-pasadena,(713) 475-0004,"510 Pasadena Fwy, Pasadena, TX 77506",Pasadena,TX,77506,https://www.du-west.com/houston/plumbing/?utm_source=GBP&utm_medium=organic&utm_campaign=googlebusiness,True,dedicated_website,https://maps.google.com/?cid=16723546383569737379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Pasadena Plumbing Services Inc,pasadena-plumbing-services-inc-south-houston,(281) 487-4688,"505 Illinois St, South Houston, TX 77587",South Houston,TX,77587,http://www.pasadenaplumbingservices.com/,True,dedicated_website,https://maps.google.com/?cid=17987145163581745334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Texas Best Plumbing And Services LLC,texas-best-plumbing-and-services-llc-friendswood,(713) 429-5454,"105 S Friendswood Dr #107, Friendswood, TX 77546",Friendswood,TX,77546,https://texasbestplumbing.com/friendswood-tx/,True,dedicated_website,https://maps.google.com/?cid=17441367179155019526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
TX Pasadena Plumbing,tx-pasadena-plumbing-pasadena,(281) 698-7536,"5233 Fairmont Pkwy, Pasadena, TX 77505",Pasadena,TX,77505,http://txpasadenaplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=5247061389245551922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Mission Air Conditioning & Plumbing,mission-air-conditioning-plumbing-pasadena,(832) 965-0158,"1220 Harris Ave, Pasadena, TX 77506",Pasadena,TX,77506,https://www.missionac.com/locations/pasadena-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp,True,dedicated_website,https://maps.google.com/?cid=603562898213965615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Affordable Quality Plumbing,affordable-quality-plumbing-pearland,(281) 482-1900,"2809 Longwood Dr, Pearland, TX 77581",Pearland,TX,77581,https://affordablequalityplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=16213294876735086398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Allen Family Plumbing LLC,allen-family-plumbing-llc-deer-park,(346) 540-4800,"302 Irene St, Deer Park, TX 77536",Deer Park,TX,77536,https://a-plumbingllc.com/,True,dedicated_website,https://maps.google.com/?cid=890857426377364632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Mc Lain Plumbing LLC,mc-lain-plumbing-llc-pasadena,(281) 802-4615,"2710 Preston Ave, Pasadena, TX 77503",Pasadena,TX,77503,https://mclain-plumbing.com/,True,dedicated_website,https://maps.google.com/?cid=16632043048464083774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Aberle Plumbing LLC,aberle-plumbing-llc-houston,(281) 458-5911,"13141 Kinsman Rd, Houston, TX 77049",Houston,TX,77049,http://aberleplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=18028338860439799501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Alliance Plumbing Services,alliance-plumbing-services-webster,(281) 547-2518,"15502 Galveston Rd Suite 803, Webster, TX 77598",Webster,TX,77598,https://allianceplumbingservices.com/?utm_source=Google&utm_medium=gmb,True,dedicated_website,https://maps.google.com/?cid=14252082218335224555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
"Heaton Plumbing, Inc.",heaton-plumbing-inc-la-porte,(281) 842-7473,"309 Valley Brook Dr, La Porte, TX 77571",La Porte,TX,77571,https://heatonplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=17281258748688745774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Texas James Plumbing,texas-james-plumbing-webster,(936) 237-6585,"12450 Galveston Rd Bldg B, Webster, TX 77598",Webster,TX,77598,https://www.txjamesplumbing.com/?utm_campaign=gmb,True,dedicated_website,https://maps.google.com/?cid=2113840983684107971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Westgate Plumbing Services,westgate-plumbing-services-deer-park,(832) 324-3908,"206 W San Augustine St #111, Deer Park, TX 77536",Deer Park,TX,77536,https://westgateplumbingservices.com/deerpark-tx/,True,dedicated_website,https://maps.google.com/?cid=4949695014650908203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
Bay Cam Plumbing,bay-cam-plumbing-deer-park,(281) 884-8001,"2628 Center St, Deer Park, TX 77536",Deer Park,TX,77536,https://baycamplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=10079036557509549718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Pasadena,plumber in Pasadena Texas,,,,,,,False,,,
"Riddell Plumbing, Inc",riddell-plumbing-inc-mesquite,(972) 682-4860,"3700 U.S. 80 Frontage Rd, Mesquite, TX 75149",Mesquite,TX,75149,http://www.riddellplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=618169907537509444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
"Plumber True Services of Mesquite, TX",plumber-true-services-of-mesquite-tx-mesquite,(469) 887-5912,"300 W Main St Suite 231, Mesquite, TX 75149",Mesquite,TX,75149,https://plumbertrueservices.com/mesquite,True,dedicated_website,https://maps.google.com/?cid=16535146811453837938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Fixxer Company Plumbing,fixxer-company-plumbing-mesquite,(214) 534-1468,"1124 S Sam Houston Rd, Mesquite, TX 75149",Mesquite,TX,75149,https://www.fixxercompany.com/,True,dedicated_website,https://maps.google.com/?cid=14529144548794084961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Saving Grace Plumbing,saving-grace-plumbing-rowlett,(214) 299-9223,"5210 Gordon Smith Dr, Rowlett, TX 75088",Rowlett,TX,75088,https://savinggraceplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=12133335304239054670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
James Armstrong Plumbing,james-armstrong-plumbing-mesquite,(214) 918-6109,"15330 Lyndon B Johnson Fwy Ste 309, Mesquite, TX 75150",Mesquite,TX,75150,https://www.jamesarmstrongplumbing.com/?utm_campaign=gmb,True,dedicated_website,https://maps.google.com/?cid=14183479494563125915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Leak Stop Plumbing,leak-stop-plumbing-celeste,(214) 643-2938,"2349 Co Rd 1076, Celeste, TX 75423",Celeste,TX,75423,https://callleakstop.com/,True,dedicated_website,https://maps.google.com/?cid=1374086584960052374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Parker Plumbing Services LLC,parker-plumbing-services-llc-mesquite,(469) 562-1468,"4111 US-80, Mesquite, TX 75150",Mesquite,TX,75150,http://parker-plumbingservices.com/,True,dedicated_website,https://maps.google.com/?cid=17017026223312498950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
"Professor Plumb, LLC",professor-plumb-llc-mesquite,(972) 897-5033,"15330 Lyndon B Johnson Fwy Ste 101, Mesquite, TX 75150",Mesquite,TX,75150,http://www.professorplumbtexas.com/,True,dedicated_website,https://maps.google.com/?cid=4796385639152701638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
mesquiteplumbingrepairtx.co,mesquiteplumbingrepairtx-co-mesquite,(469) 977-2236,"1340 N Town E Blvd, Mesquite, TX 75150",Mesquite,TX,75150,https://mesquite.plumbingrepairtx.com/,True,dedicated_website,https://maps.google.com/?cid=5762694196370581656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
U.S. Plumbing and Remodeling,u-s-plumbing-and-remodeling-balch-springs,(210) 940-4987,"12714 Lake June Rd, Balch Springs, TX 75181",Balch Springs,TX,75181,http://www.usplumbingrepairs.com//,True,dedicated_website,https://maps.google.com/?cid=5611592903275594992&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
plumbersmesquitetx.co,plumbersmesquitetx-co-mesquite,(972) 379-7257,"15332 Lyndon B Johnson Fwy, Mesquite, TX 75150",Mesquite,TX,75150,,False,no_website,https://maps.google.com/?cid=16730952452507028664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Flow Plumbing,flow-plumbing-mesquite,(214) 388-8838,"2405 I-30 a, Mesquite, TX 75150",Mesquite,TX,75150,https://flowplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=7585055726731758641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Kretz Plumbing Services LLC.,kretz-plumbing-services-llc-forney,(214) 663-7808,"Kretz Plumbing Services LLC, 201 Chinaberry Trail, Forney, TX 75126",Forney,TX,75126,http://kretzplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=2915408750042193810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Mesquite,plumber in Mesquite Texas,,,,,,,False,,,
Patriot Plumbing Service Inc.,patriot-plumbing-service-inc-copperas-cove,(254) 246-7913,"202 Veterans Ave, Copperas Cove, TX 76522",Copperas Cove,TX,76522,https://www.patriotplumbingsvc.com/plumbers-near-me-killeen-tx,True,dedicated_website,https://maps.google.com/?cid=9380260185017958258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Practical Plumbing,practical-plumbing-killeen,(254) 768-9043,"1002 E Elms Rd Ste 103, Killeen, TX 76542",Killeen,TX,76542,http://practicalplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=14512604805010807540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Wayne Hyde Plumbing,wayne-hyde-plumbing-nolanville,(254) 410-4416,"2374 Levy Crossing Rd #112, Nolanville, TX 76559",Nolanville,TX,76559,https://www.whpctx.com/,True,dedicated_website,https://maps.google.com/?cid=8575886017014394011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
My Plumbing,my-plumbing-killeen,(254) 371-5657,"5212 Tiffany Cir, Killeen, TX 76549",Killeen,TX,76549,,False,no_website,https://maps.google.com/?cid=5424442198924087783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Alsop Plumbing,alsop-plumbing-killeen,(254) 699-6647,"4105 E Stan Schlueter Loop, Killeen, TX 76542",Killeen,TX,76542,,False,no_website,https://maps.google.com/?cid=5974173547158573987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Patriot Plumbing Service of Temple,patriot-plumbing-service-of-temple-temple,(254) 330-8550,"1 E Central Ave, Temple, TX 76501",Temple,TX,76501,https://www.patriotplumbingsvc.com/plumber-temple-tx,True,dedicated_website,https://maps.google.com/?cid=142149652041332733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
McCarther Plumbing,mccarther-plumbing-lampasas,(512) 488-0030,"1200 Mill St, Lampasas, TX 76550",Lampasas,TX,76550,https://www.mccartherplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=16867592291814103848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Copperas Cove Speedy Commercial Plumbing LLC,copperas-cove-speedy-commercial-plumbing-llc-copperas-cove,(254) 267-0913,"1312 S FM 116 #1649, Copperas Cove, TX 76522",Copperas Cove,TX,76522,,False,no_website,https://maps.google.com/?cid=6085708317828150515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Curtis & Sons Plumbing,curtis-sons-plumbing-harker-heights,(254) 271-0541,"303 S Amy Ln #4800, Harker Heights, TX 76548",Harker Heights,TX,76548,,False,no_website,https://maps.google.com/?cid=6353614309705204306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Ferguson and Son's Services,ferguson-and-son-s-services-killeen,(254) 233-2113,"810 N W S Young Dr Ste 107, Killeen, TX 76543",Killeen,TX,76543,http://fergusonandsons.services/,True,dedicated_website,https://maps.google.com/?cid=5173788318389033704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Plumbing Outfitters,plumbing-outfitters-taylor,(512) 759-8332,"24 Co Rd 496, Taylor, TX 76574",Taylor,TX,76574,https://plumbingoutfitters.com/taylor/?utm_source=google&utm_medium=organic&utm_campaign=local+listings,True,dedicated_website,https://maps.google.com/?cid=16414728637703322216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Duey's Plumbing,duey-s-plumbing-kempner,(254) 290-4646,"2826 S FM 116, Kempner, TX 76539",Kempner,TX,76539,http://dueysplumbing.net/,True,dedicated_website,https://maps.google.com/?cid=2218389882446315089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Killeen,plumber in Killeen Texas,,,,,,,False,,,
Castro's Plumbing,castro-s-plumbing-mcallen,(956) 655-2178,"220 N 29th St, McAllen, TX 78501",McAllen,TX,78501,http://castrosplumbing.net/,True,dedicated_website,https://maps.google.com/?cid=652099519217329566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
"A.V. Plumbing, LLC",a-v-plumbing-llc-pharr,(956) 618-3015,"208 Minnesota Rd Ste d, Pharr, TX 78577",Pharr,TX,78577,http://avplumbingllc.com/,True,dedicated_website,https://maps.google.com/?cid=9543231709532512673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Andy's Plumbing Service,andy-s-plumbing-service-pharr,(956) 533-3878,"304 W Las Milpas Rd, Pharr, TX 78577",Pharr,TX,78577,http://www.andysplumbingservice.com/,True,dedicated_website,https://maps.google.com/?cid=13147177023437246256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
San Juan Plumbing Co,san-juan-plumbing-co-mcallen,(956) 631-3180,"601 S Bentsen Rd, McAllen, TX 78501",McAllen,TX,78501,https://www.sanjuanplumbingrgv.com/,True,dedicated_website,https://maps.google.com/?cid=11438422131976833137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Toby's Plumbing Inc,toby-s-plumbing-inc-mcallen,(956) 687-3627,"605 E Beech Ave, McAllen, TX 78501",McAllen,TX,78501,,False,no_website,https://maps.google.com/?cid=10273906593625400639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Hugo's Plumbing Service,hugo-s-plumbing-service-mcallen,(956) 503-8368,"3005 Providence Ave, McAllen, TX 78504",McAllen,TX,78504,,False,no_website,https://maps.google.com/?cid=14088619552774690906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
YJ Home Repair / Drywall Repair/Handyman/plumbing/Electrician/painting/Bathroom Remodel,yj-home-repair-drywall-repair-handyman-plumbing-electrician-,(956) 884-2695,"123 Trenton Rd, Edinburg, TX 78542",Edinburg,TX,78542,https://jg040049.wixsite.com/yj-home-repair-ser-1,False,social_or_directory_only,https://maps.google.com/?cid=435272818247934231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Farrell Plumbing & Cooling Inc.,farrell-plumbing-cooling-inc-weslaco,(956) 968-9559,"412 Professional Dr, Weslaco, TX 78596",Weslaco,TX,78596,https://www.farrellplumbingandcooling.com/,True,dedicated_website,https://maps.google.com/?cid=350175162829071140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Almighty Plumbing & Rooter Service,almighty-plumbing-rooter-service-mission,(956) 583-2155,"810 E Pebble Dr, Mission, TX 78574",Mission,TX,78574,http://almightyplumbingrooter.com/,True,dedicated_website,https://maps.google.com/?cid=16204529295085799604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
Valley Modern Plumbing & Hardware,valley-modern-plumbing-hardware-mcallen,(956) 686-3687,"318 S 23rd St, McAllen, TX 78501",McAllen,TX,78501,https://valleymodernplumbing.com/?utm_source=google&utm_medium=gbp&utm_campaign=local,True,dedicated_website,https://maps.google.com/?cid=17358743918367335288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
R & R Plumbing,r-r-plumbing-mission,(956) 585-6744,"6501 N Minnesota Rd, Mission, TX 78574",Mission,TX,78574,,False,no_website,https://maps.google.com/?cid=14689019348980925964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
"Atlas Electrical, Air Conditioning, Refrigeration & Plumbing Services, Inc.",atlas-electrical-air-conditioning-refrigeration-plumbing-ser,(956) 585-7775,"705 S Alton Blvd, Alton, TX 78573",Alton,TX,78573,https://www.atlasrgv.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,True,dedicated_website,https://maps.google.com/?cid=16861768824089728994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
M&S Plumbing Company,m-s-plumbing-company-weslaco,(956) 968-8377,"2305 S Bridge Ave, Weslaco, TX 78596",Weslaco,TX,78596,http://msplumbingcompany.com/,True,dedicated_website,https://maps.google.com/?cid=11037968550919981357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,McAllen,plumber in McAllen Texas,,,,,,,False,,,
DRIP Plumbing,drip-plumbing-denton,(940) 222-7297,"310 Dallas Dr, Denton, TX 76205",Denton,TX,76205,https://dripplumbingntx.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-denton,True,dedicated_website,https://maps.google.com/?cid=10517817329783346986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
Knee Deep Plumbing,knee-deep-plumbing-denton,(940) 206-1039,"733 Fort Worth Dr #103, Denton, TX 76201",Denton,TX,76201,https://kneedeepplumbingtx.com/,True,dedicated_website,https://maps.google.com/?cid=13867221639842995043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
Advanced Plumbing Services,advanced-plumbing-services-denton,(972) 499-4276,"2509 Hillview Ct, Denton, TX 76209",Denton,TX,76209,http://www.advancedplumbingdfw.com/,True,dedicated_website,https://maps.google.com/?cid=16361395532229726912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
"Strittmatter Plumbing, Heating and AC",strittmatter-plumbing-heating-and-ac-denton,(940) 287-3777,"121 W Hickory St Ste 124, Denton, TX 76201",Denton,TX,76201,https://strittmatters.com/?utm_campaign=google_business_profile,True,dedicated_website,https://maps.google.com/?cid=3140047726699695298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
Haltex Plumbing,haltex-plumbing-denton,(940) 999-7742,"2301 Colorado Blvd, Denton, TX 76205",Denton,TX,76205,http://www.haltexplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=16728453241584135601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
R&M Plumbing,r-m-plumbing-cross-roads,(940) 383-2825,"401 Keyes Ln, Cross Roads, TX 76227",Cross Roads,TX,76227,https://www.dentoncountyplumber.com/,True,dedicated_website,https://maps.google.com/?cid=1053840111856497276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
On a Roll Plumbing,on-a-roll-plumbing-denton,(940) 400-3882,"9209 Seven Oaks Ln, Denton, TX 76210",Denton,TX,76210,https://www.onarollplumbing.com/?utm_source=Google&utm_medium=Search&utm_campaign=GBP&utm_id=GMB,True,dedicated_website,https://maps.google.com/?cid=8807309680220403067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
Imperial Plumbing,imperial-plumbing-denton,(972) 689-0578,"2124 James St #120, Denton, TX 76205",Denton,TX,76205,https://www.imperialtx.com/,True,dedicated_website,https://maps.google.com/?cid=9562026688457403632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Denton,plumber in Denton Texas,,,,,,,False,,,
